x,y
7.331278954025814976e+00,2.276445945097968959e+01
6.052268359457805502e+00,1.324251247653644548e+01
7.173541338917317489e+00,2.382352948326090214e+01
7.157504114248328442e+00,2.329475268255358245e+01
4.090779303629765717e-01,4.741210079391326104e+00
5.161108355315024987e+00,1.355313918216738500e+01
7.926513607264745964e+00,1.888573770255636575e+01
2.429621865100040079e+00,6.455911169384625836e+00
4.651479864740134751e+00,1.717447348211798897e+01
4.349857109603950889e+00,9.162987545671475331e+00
4.027871692842439622e+00,1.201803543195780932e+01
1.218395277674114707e+00,-3.992157652423561132e+00
5.257115412701478974e+00,1.614466182437520203e+01
4.462483652703315151e+00,7.678567044653534346e+00
6.633927572776406656e+00,1.169413527276574882e+01
5.494130587824516354e+00,1.802890087926449780e+01
2.754292965215321409e-01,3.440260891972878987e+00
3.191798760575137450e-01,2.810622419037471786e-01
7.013598010182326981e+00,1.772351664660927639e+01
7.075811185593559927e+00,3.074469680126736648e+01
9.599391337244668421e+00,2.472775687799683553e+01
8.767046815038114005e+00,2.261153689620733331e+01
4.680596673872559066e+00,1.666301808045511734e+01
6.259065116851688870e+00,1.778372447847099025e+01
4.571817276962660159e+00,1.806668544119451525e+01
2.229462366677529062e+00,8.660899926104535851e+00
3.766769972563427160e+00,1.492237064410047864e+01
1.038842324646661597e+00,6.513757876540819503e+00
6.665271189949924846e+00,2.158969679899302108e+01
1.920301437139675382e+00,6.287488743618299125e+00
4.754677874911163116e+00,1.469933357362342541e+01
9.674366030213775502e+00,2.453073760953148863e+01
3.166893064808729008e-01,5.512570803133883146e+00
1.517299500562121484e+00,-1.236944671421425390e+00
2.985791843717180427e+00,1.279516105873323184e+01
9.418069644162544662e+00,3.023530086151740193e+01
9.088417961283305146e+00,2.812985379278186215e+01
1.620008408119606447e+00,5.229532422715940321e+00
9.811177732774778448e+00,2.875409038747176638e+01
7.507475251294208896e+00,1.658579478851672917e+01
5.399770829325976962e+00,1.938493814282015038e+01
9.317028829614859120e+00,1.949649562107863332e+01
8.806071421765929941e+00,2.668383416066247449e+01
3.913164925172571973e+00,1.414619928599837095e+01
6.563431959794316484e+00,2.014221908080426715e+01
6.473851455733435678e+00,1.564921041809728663e+01
3.269681858229645854e+00,1.367503581041183303e+01
1.793901746546658904e+00,-3.001569946451558835e+00
4.668098774619786617e+00,1.725635599838926026e+01
2.632810363066591108e+00,9.239215455331050819e+00
3.550651263664025059e+00,1.583142152186933060e+01
9.541439688984596046e+00,2.655384414704422369e+01
4.611378705321693694e+00,2.241939749710279273e+01
6.848914654765899002e+00,1.411318996967401773e+01
3.362298947676539917e+00,1.315278396169918906e+01
9.958610784507721192e+00,2.216650451549069345e+01
6.587676060416671753e+00,1.753725924877055320e+01
1.960094657455838663e+00,1.031209958185297104e+01
9.818399862146698354e-01,7.281751596589179698e+00
9.431805711770829603e+00,3.567720768121545660e+01
9.447778322106275439e+00,2.356241213844819171e+01
6.213283754279311566e+00,2.366321610642918927e+01
1.699149934624322178e-01,8.532865480051203821e-01
2.255348842764879347e+00,3.833871665488704394e+00
8.012767841185258533e+00,1.361715179587802460e+01
8.754598293130372966e+00,2.439984886233668249e+01
4.539898144126537360e+00,1.044321733223570270e+01
3.655206182774445089e+00,1.507560230608063279e+01
2.742250114580452092e+00,5.913621511778968554e+00
1.169705137663750172e+00,2.241255056249652267e+00
1.157445359490969494e+00,6.366889780882117655e+00
9.526026984079638993e+00,3.412114645089605602e+01
8.086261147255003223e+00,1.647240346345676443e+01
1.647793605894930513e+00,1.090754803839730336e+01
2.070500498839330739e+00,1.124677774607517478e+01
6.555515506604267628e+00,1.698405891466849837e+01
7.646642151836307910e+00,2.419368680468247135e+01
8.103148452604475693e+00,2.053648899987380005e+01
1.633376913363828731e+00,1.764038455353582435e+01
9.841282880236972730e+00,2.574273074181704146e+01
2.278020658150264666e+00,7.797122113138983401e+00
5.894154331306973305e+00,1.480642778251330682e+01
5.876157553188100735e+00,7.923123645412555760e+00
9.673618856426800861e+00,2.456828024167605307e+01
6.576674430751579870e+00,1.930187093457348269e+01
5.849042663214955695e+00,2.382721976632104344e+01
5.187725786639767023e+00,1.712910010558224627e+01
7.646575380975301428e+00,1.986952751377476645e+01
1.060552605876250443e+00,4.651097478428715348e+00
2.091901183227440342e-02,3.388999361622177631e+00
9.524888677894637112e+00,2.361739140184192109e+01
4.986576795001856688e+00,1.757762707151895043e+01
3.283353788353907454e+00,1.803382526131817087e+01
3.680532600831056822e+00,9.085587809599957154e+00
8.038433161189258769e+00,2.783373423222495546e+01
3.823702124187517093e+00,1.564088683162539617e+01
7.701691739936928904e+00,2.364045365511164576e+01
4.404620020878540210e+00,1.327117814498067361e+01
8.440774627504413985e+00,2.449085592367458375e+01
7.620406404935242684e-01,2.518135731874767025e+00
4.811283275801363502e+00,2.291255070813639350e+01
4.668497102133887466e+00,9.779226976557401585e+00
2.643279793120578702e+00,1.398292295423111753e+01
9.436147449446574242e+00,3.303897722994450703e+01
9.050284578590506612e+00,2.271003978236276666e+01
4.435963019459075340e+00,1.861914234510823007e+01
9.715960571546922164e-01,4.848896874041783711e+00
2.067831488967094344e+00,7.181377665595252147e+00
2.714918364634582915e+00,8.114477447405851862e+00
4.842197735214392118e+00,5.736838835323874619e+00
3.383771112187281549e+00,1.289904757172672944e+01
7.741360698004831953e+00,2.827116056677080991e+01
4.760266076350836428e+00,1.007706307775406174e+01
8.703705044434535409e+00,2.769595590148153619e+01
9.957817501352804967e+00,2.616851679191340452e+01
2.198359500012871948e+00,1.732452375145109080e+00
6.116713771751028261e+00,2.198123425797648878e+01
8.475023105281433544e+00,3.131774191968480636e+01
9.452366349450842975e+00,2.135965407927905346e+01
2.900864250483805584e+00,1.003116910387388216e+01
7.270427439463795771e+00,1.267739006026273607e+01
1.501614841709575376e-01,1.865367117571217648e+00
8.791424383895334316e+00,2.610889297395464936e+01
6.393854911460794543e-01,1.206301175708249929e+01
7.333953986698190874e+00,2.782275354737609874e+01
9.946103868676592796e+00,3.477775137950758477e+01
5.011897807926793291e+00,1.159428481045676840e+01
2.093339907333694683e+00,5.707524425839157978e+00
5.946435828865247686e+00,8.244562447553434481e+00
6.241499797378907921e+00,1.372797195135237658e+01
6.680727373286471149e+00,1.114267242399063917e+01
1.726117421729010948e+00,7.842978037508734346e+00
8.987126924324080335e+00,2.068286728685398046e+01
6.209913675004785638e+00,1.171767283843709961e+01
4.356870455273686993e-01,1.012145434315019799e+00
6.840410647070061856e+00,1.287664183802793616e+01
1.960840466289999195e+00,8.147185264663162840e+00
2.734078131945449908e-01,3.805757003103545255e+00
5.509532752332554573e+00,1.389526893054268797e+01
8.133136385809965674e+00,1.837946356245777935e+01
8.599411482826468500e+00,1.650132183283833598e+01
1.035209251491576721e+00,7.064806154969142327e+00
6.630427856834763212e+00,1.941967334176408855e+01
7.100752244579700445e+00,2.177345793206146851e+01
2.945169940714894352e+00,7.530747947023999522e+00
9.713639986847535823e+00,2.489448243921183135e+01
2.786874700680468386e+00,1.587718249558268369e+01
6.998218938487965612e-01,4.466304071273063947e-01
5.192803611428264077e+00,1.311878891578023776e+01
6.943148861763578594e+00,2.277733256873468903e+01
2.446597870626350257e+00,9.331051159344024626e+00
3.385822022299569412e+00,-6.855597958356973720e-02
5.636279830315697126e+00,7.351265925630903197e+00
8.866781657895101532e+00,2.056279781168728249e+01
7.473259059374144364e+00,2.493464597066219568e+01
2.095919591147806571e+00,1.029816436628293275e+01
2.517770707211029801e+00,1.059204357177750211e+01
5.238806891674935073e+00,1.793573771086645507e+01
7.689586949648640868e+00,1.607924360100899008e+01
6.187617781927369442e+00,2.017427992107119294e+01
5.013242663009157774e+00,9.626688173910180168e+00
5.971253398402422086e+00,2.136462950486658130e+01
7.560600291296606379e+00,1.804867505717114540e+01
5.370797938003440741e+00,1.653512523554200087e+01
8.977527442040370786e+00,1.477132658650584141e+01
9.470674904902780966e+00,1.863224270123002313e+01
9.153545066254917373e+00,3.003724985507518852e+01
7.545183400600219414e+00,2.402167785243510068e+01
2.463210039912228311e+00,1.768341233176574434e+00
3.852714460088876081e+00,1.775974476229218624e+01
2.799999510663506719e+00,3.246076632568056120e+00
6.576602410591048553e+00,1.824131154599928450e+01
3.242216244416859183e+00,7.405037501711385417e+00
7.543916049043360772e+00,1.594271413950279737e+01
1.135090784092823712e+00,1.037742976792495142e+01
7.753647628426916683e+00,2.950902654918863277e+01
5.859019746533354223e+00,1.723892045182167010e+01
8.353886871465000752e+00,3.021471176297584194e+01
4.308756521307119058e+00,1.106581603732081653e+01
6.249644532088534099e+00,1.786565432213310700e+01
5.544121315655141657e+00,1.621774957111094295e+01
9.756712663530814567e+00,2.030823721570842366e+01
7.554743914181099917e+00,2.308414424776540486e+01
5.448132494076165955e+00,1.886879693600226204e+01
1.740320905387203743e+00,5.183434090261375360e+00
9.041142168501332677e+00,1.584409958068911450e+01
2.058377826833102109e+00,8.684472038938141125e+00
6.500432567901567538e+00,1.037601384900250423e+01
9.364718529746943076e+00,2.105544715618849949e+01
2.235796302116914713e+00,7.946597217543861724e+00
2.259235407364152959e+00,3.499776196791614780e+00
8.518189104220247998e+00,2.426385601327649155e+01
8.276550259688846722e+00,2.126032437473971726e+01
3.517033529777045864e+00,2.340101270737340755e+00
2.650962886818448716e+00,9.167265022438670030e+00
1.273884722617626419e+00,7.817610207976770198e+00
9.879361031001444360e+00,3.146040379156301725e+01
8.353431008802663982e+00,2.075073714817193249e+01
8.993916049390367817e+00,2.387737172979988642e+01
5.136793260104070669e+00,7.066439803561172184e+00
1.143848322862739408e+00,1.438406783385330279e+01
5.258033845030929410e-01,1.053954940800615248e+01
3.305821028149493745e+00,9.805382482305976310e+00
9.203304329868398526e+00,2.408405196144622451e+01
9.475818351374471149e+00,1.073843165659629406e+01
8.411638657691359100e+00,2.790540945879213908e+01
1.586791434705406845e+00,8.481284492549955090e+00
4.199231711110790854e+00,1.626213863026131534e+01
2.462429187001261788e+00,5.829832191006021347e+00
2.053497747283652419e+00,4.486600242892297530e+00
6.848258501106498031e+00,1.264355302366457678e+01
4.861116677197665936e+00,1.774284034391916265e+01
3.249096449758257510e+00,1.608351051788795871e+01
1.002144623348216745e+00,9.824775942185773658e+00
5.447633709916292588e+00,1.625537215483249653e+01
3.470251530668969409e+00,8.742370315834785188e+00
3.910958061504594685e+00,6.217543036930967659e+00
3.105087417947062001e+00,5.953965946713381641e+00
3.871952049195171774e+00,1.371763249116304095e+01
5.558595845777258404e+00,1.417372273743877820e+01
1.414380559704297990e-01,1.026061606360366874e+01
8.476469952234776173e+00,2.865295503470857597e+01
9.219198616289061121e+00,2.173895088014187138e+01
5.505296904587030582e+00,9.384931939792558353e+00
2.680211167846161757e+00,5.658436205759566739e+00
9.902390002140789349e+00,3.178288973753444679e+01
3.831940300064183624e+00,8.660238709551862257e+00
6.936553942904969183e+00,2.177132478309492569e+01
6.899525472450695140e+00,1.611941308499087455e+01
4.343090646591699411e+00,1.427354740159646695e+01
1.991581573334225697e+00,9.319663800100464357e+00
9.665793758873915564e+00,3.079365062510752082e+01
6.369085931987072957e-01,1.045847213589551572e+01
4.851493878230467516e+00,2.037987936961584268e+01
2.207307097902793114e+00,4.567410198893131046e+00
2.939741322278114133e+00,8.314259624975070651e+00
8.285273221945306688e+00,1.654555757882152633e+01
3.672655629829175705e+00,9.703212636900603982e+00
8.334826970884789965e-01,3.905292467044156446e+00
1.963090051219852361e+00,4.587925453402475817e+00
8.603734102651811710e+00,2.069141241438200041e+01
9.770288500601701287e+00,3.128612214026655636e+01
2.679821606163736991e+00,1.293696874086309023e+01
6.754089877031893785e+00,2.058083493183995571e+01
8.119899749979075931e-01,-2.657578080319992431e+00
7.234655918313483092e+00,2.079129429328487433e+01
4.164366124004591718e+00,1.018975745531145982e+01
9.181599182878917631e+00,3.123263526118275024e+01
3.115361699533404582e+00,4.769505154667097457e-01
9.414669974055250634e+00,2.244255647863989367e+01
5.032474270825045615e+00,1.134793413579478027e+01
3.488929240337492743e+00,8.089452941044216416e+00
6.470195951367085918e+00,2.266338362090340652e+01
2.497462033111260915e+00,-3.818136973106104115e+00
2.297635973495151251e+00,6.403829052588475790e+00
1.963464446247615847e+00,1.086226448620636376e+01
9.598995638258104535e+00,3.059807662568706021e+01
4.929137276185734606e+00,1.127745388776400581e+01
7.516149628649932524e+00,1.709148332491439604e+01
4.739918813306616130e+00,1.528086490063007830e+01
5.875401600671169788e+00,1.714368745293152330e+01
5.841389811359986695e+00,1.665049010353625292e+01
9.798863079173877111e+00,7.190266713629736017e+00
6.684331241791219291e+00,1.277496707996237646e+01
2.397694715714403735e+00,3.378121475043474931e+00
1.519765916377491255e-01,5.294990788889551325e+00
2.186821396747128610e+00,-3.674503147753682697e-02
4.555196422979567394e+00,7.854853253146666603e+00
3.934203367264807127e+00,1.076358838850000943e+01
8.123262393163491524e+00,1.557018009900946609e+01
7.855567550012524158e+00,2.455318840093613986e+01
8.909596791341600763e-01,1.970380798792366495e+00
9.520107249691939444e+00,3.466479778570143111e+01
5.274566773831276478e+00,1.173782334928374738e+01
5.964039628598134968e+00,1.372868305566251657e+01
4.050567713073343512e+00,1.584861072902990209e+01
6.495009556955038121e+00,1.466083925905519614e+01
8.713263034994650269e+00,3.104099918969749083e+01
6.739359668194993880e+00,2.096297388184877519e+01
9.700985438195028010e+00,2.443306389826850378e+01
7.011222496620199252e+00,1.842406625616510851e+01
8.217207364459763852e+00,3.649655709673735515e+01
4.503958381883443884e-01,5.269261390460616923e+00
6.726985139975504069e+00,1.926984792964590909e+01
6.547526444539162327e+00,1.740593233543096829e+01
1.017460509816237035e+00,9.429461437941913715e+00
8.423874960636101861e+00,1.516805583259391277e+01
6.141724039011307035e+00,1.614836998269415602e+01
9.832809038493295350e-01,-1.001008502044419046e+01
5.944671187226835407e+00,1.389463983850875195e+01
4.784158483289743025e+00,1.790003027277782621e+01
2.332935698878053632e+00,1.444349344147122061e+01
1.975609057967087079e-01,5.223753455391966227e+00
3.655672811857617610e+00,1.403902498713275193e+01
6.198510774700761949e+00,8.616769486978746784e+00
3.292791334872927855e+00,6.540109280207653697e+00
3.072546525155721575e+00,1.675339139244992026e+01
7.511212421236493242e+00,1.785873100067058061e+01
7.586246475558128921e+00,1.998570417842974223e+01
7.187658354791751414e+00,1.564133595519096964e+01
1.011819541051888205e+00,-4.392085748214995533e-01
5.161659569719434515e+00,1.225280279190006283e+01
5.577986603652184350e+00,1.233968667949471509e+01
7.448045269403941404e+00,2.510762215259406105e+01
9.031777222608672773e+00,2.535629104596815253e+01
3.690388660381019648e+00,1.602039078317013576e+01
4.286634723390795543e+00,5.480399291841518306e+00
7.327674923986300826e+00,2.614645305098603600e+01
6.626364186702071279e+00,1.837319158697970423e+01
5.578699009183914370e+00,2.484348944358950462e+01
3.501396320029525278e+00,1.018961010827056768e+01
1.953523465571085360e+00,-8.832004093868892625e-01
1.838073720077639805e+00,1.271628743956328833e+01
8.158329044987266965e-01,3.057141070629155077e+00
8.120084988608877730e-01,-7.030554151182226263e+00
8.457982236337457493e+00,2.357092899769216388e+01
3.836727491738574081e+00,1.244795935863703384e+01
6.073962294844847953e-01,8.599054290354304797e+00
8.964256715352398430e+00,6.173172632308705943e+00
2.232704743535645076e+00,1.302610923439559087e+01
2.681244303112845451e+00,6.030126984072278873e+00
1.944978395444256769e+00,1.619368552821493878e+01
9.675010598827931574e+00,1.729612149286653278e+01
1.125400861683045761e+00,7.240196663811207856e+00
7.221632421646765110e+00,2.181267520789324976e+01
9.320887430439107391e+00,2.289164492479483926e+01
6.680012953223041450e+00,1.453100285751421339e+01
8.587266094526643911e+00,2.129944009776109226e+01
2.424471019132516947e+00,6.027576095019079538e+00
6.739279785938584233e+00,1.228100943265801170e+01
7.008713399668176969e+00,2.418674434942666807e+01
4.583325126729757670e+00,7.697311084663907010e+00
8.705456206135345099e+00,2.857959540423840039e+01
6.943861001685754708e+00,1.011497967795977360e+01
8.948777911388328121e+00,2.318599587751144497e+01
7.532043532734795654e+00,1.971857616665799995e+01
5.202904213134975642e+00,1.462828867311964842e+01
4.986882159956431693e+00,1.894868479828761920e+01
4.537276267000506458e+00,1.203145456771246380e+01
2.164686285306582914e-01,-4.847548009185143059e-02
5.351414000152167283e+00,1.408189707607680496e+01
4.229732337142638521e+00,1.717936512070533794e+01
1.575335961026365084e+00,-3.896948381075553414e-01
1.190696983869307113e+00,-4.266000393590445583e-01
4.493518783136614125e+00,3.150305695725132082e+00
3.991305354624952173e-01,1.283406981808825620e+01
9.865798891004532223e+00,2.056577358609905559e+01
3.781209313069235911e+00,1.725865003314424939e+00
3.821091929511315488e+00,7.208234130551210761e+00
5.112630053668676400e-01,-8.411872684210353057e-02
4.266723339526386383e+00,1.969408835501797483e+01
1.574543731324173912e-01,-2.308601950454671758e-01
3.009363333282899511e-01,3.911187236867604611e+00
3.390992331624046230e+00,1.223581805433964220e+00
8.209689477458775642e+00,2.326414115255530035e+01
4.588210799325964651e+00,4.926545774718686488e+00
1.484057920598769176e-01,5.030392359853885775e-01
1.632200316895748848e+00,1.981145887324707644e+00
7.399227219517979570e+00,2.048942553462709171e+01
7.382937371447180652e+00,2.332938695931110473e+01
7.545229064049133960e+00,1.388359290613220942e+01
3.516693761835352205e+00,4.809642263476259672e+00
3.522769470389783830e+00,1.147486870569736972e+01
8.020756670389829424e+00,2.518832022998704545e+01
3.981378854891650665e+00,1.874032311270310558e+01
7.271910050605630893e+00,1.752031647475066833e+01
5.811230088811800698e+00,8.770681847475026771e+00
3.643416795747091985e+00,1.174167058717065970e+01
8.000652000512908923e-01,-2.730555893115576005e-01
1.161253764733608529e+00,-1.896657599838302843e-02
8.895587233089042201e+00,3.097985345454903694e+01
4.523405100223848230e+00,1.610209680099523766e+01
9.940045389344353666e+00,2.290972415197921919e+01
3.638969484935056009e+00,1.070386603562935335e+01
2.499543046699327142e+00,7.520472676143773683e+00
3.505393198109877595e+00,1.128896108444364899e+01
3.430860969639926150e+00,8.247454357310282091e+00
6.373567316294646012e+00,8.133605652551382903e+00
1.273756368390610572e-01,-2.863311782930314298e+00
7.632686372671516395e+00,1.812173300540482757e+01
4.164146251970450407e+00,1.225092446125724699e+01
4.322391936696519110e+00,7.094508030840547264e+00
4.811150151307366230e+00,1.465930006773882077e+01
4.492124487962182222e+00,1.102395391398506419e+01
4.974708990603950554e+00,1.033939696706074152e+01
3.459043103575246469e+00,3.996227139115984706e+00
4.533461368902774957e+00,1.526611050421417559e+01
4.046513356809646744e+00,1.393750032113901227e+01
5.182427179770787262e+00,1.865717235837187360e+01
6.232690848561277974e+00,2.002816824955453257e+01
2.410406072175249825e+00,1.084668745441066662e+01
5.084371488081443680e+00,1.632132181850426633e+01
5.946219192109039042e+00,7.773499587270304545e+00
1.694831459010537333e-01,7.281134675208704721e-01
5.204937386572783709e+00,7.550431157647467195e+00
2.392932460265806416e+00,1.452839152812967782e+01
4.045385479446475863e+00,1.174339507508410207e+01
8.265301623573829914e+00,2.871203328636053342e+01
3.262355967604622098e+00,4.704278460091625647e+00
4.832169237491220848e+00,1.332107701426463109e+01
2.474115366011542250e-01,3.635400090047349764e+00
3.087508781652203993e+00,7.764261226112939340e+00
6.397210930860818934e+00,1.863197432590165192e+01
3.151617745594077480e+00,1.698986164752710337e+01
2.057975061817965745e+00,1.685370539548403990e+00
2.906556798896501093e+00,-4.223220439200639831e+00
9.543783068089432220e+00,3.356257836689019314e+01
8.680182225227817128e-01,-8.826562688585060101e-02
4.633577635747146317e+00,1.889644257048079723e+01
5.838690365862453380e-01,6.419239092819735149e+00
5.386582412888191840e+00,1.408302204205687147e+01
1.460357369844477171e+00,7.252617372832967924e+00
6.340848052471736551e+00,1.184944880936187772e+01
2.643974624901211712e+00,8.739422334216977006e+00
6.909153889222626077e+00,2.194308574698348124e+01
3.471460596687290234e+00,6.506987860035587268e+00
4.168488607576015248e-02,-9.724327036900404231e-02
2.948947090182448605e+00,1.063533532421273442e+01
